article_url	wayback_save_url
https://agisoft.freshdesk.com/support/solutions/articles/31000163268	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000163268
https://agisoft.freshdesk.com/support/solutions/articles/31000163280	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000163280
https://agisoft.freshdesk.com/support/solutions/articles/31000163324	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000163324
https://agisoft.freshdesk.com/support/solutions/articles/31000163388	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000163388
https://agisoft.freshdesk.com/support/solutions/articles/31000164388	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000164388
https://agisoft.freshdesk.com/support/solutions/articles/31000164680	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000164680
https://agisoft.freshdesk.com/support/solutions/articles/31000166900	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000166900
https://agisoft.freshdesk.com/support/solutions/articles/31000166933	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000166933
https://agisoft.freshdesk.com/support/solutions/articles/31000166942	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000166942
https://agisoft.freshdesk.com/support/solutions/articles/31000167427	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000167427
https://agisoft.freshdesk.com/support/solutions/articles/31000167433	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000167433
https://agisoft.freshdesk.com/support/solutions/articles/31000167860	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000167860
https://agisoft.freshdesk.com/support/solutions/articles/31000167872	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000167872
https://agisoft.freshdesk.com/support/solutions/articles/31000167986	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000167986
https://agisoft.freshdesk.com/support/solutions/articles/31000168141	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000168141
https://agisoft.freshdesk.com/support/solutions/articles/31000168292	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000168292
https://agisoft.freshdesk.com/support/solutions/articles/31000168474	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000168474
https://agisoft.freshdesk.com/support/solutions/articles/31000169030	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000169030
https://agisoft.freshdesk.com/support/solutions/articles/31000169229	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000169229
https://agisoft.freshdesk.com/support/solutions/articles/31000169237	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000169237
https://agisoft.freshdesk.com/support/solutions/articles/31000169304	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000169304
https://agisoft.freshdesk.com/support/solutions/articles/31000169378	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000169378
https://agisoft.freshdesk.com/support/solutions/articles/31000169438	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000169438
https://agisoft.freshdesk.com/support/solutions/articles/31000169660	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000169660
https://agisoft.freshdesk.com/support/solutions/articles/31000170259	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000170259
https://agisoft.freshdesk.com/support/solutions/articles/31000170365	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000170365
https://agisoft.freshdesk.com/support/solutions/articles/31000170564	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000170564
https://agisoft.freshdesk.com/support/solutions/articles/31000171950	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000171950
https://agisoft.freshdesk.com/support/solutions/articles/31000172034	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000172034
https://agisoft.freshdesk.com/support/solutions/articles/31000172512	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000172512
https://agisoft.freshdesk.com/support/solutions/articles/31000173952	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000173952
https://agisoft.freshdesk.com/support/solutions/articles/31000173963	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000173963
https://agisoft.freshdesk.com/support/solutions/articles/31000175667	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000175667
https://agisoft.freshdesk.com/support/solutions/articles/31000177202	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000177202
https://agisoft.freshdesk.com/support/solutions/articles/31000177705	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000177705
https://agisoft.freshdesk.com/support/solutions/articles/31000177786	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000177786
https://agisoft.freshdesk.com/support/solutions/articles/31000179305	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000179305
https://agisoft.freshdesk.com/support/solutions/articles/31000179306	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000179306
https://agisoft.freshdesk.com/support/solutions/articles/31000179307	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000179307
https://agisoft.freshdesk.com/support/solutions/articles/31000179332	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000179332
https://agisoft.freshdesk.com/support/solutions/articles/31000179371	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000179371
https://agisoft.freshdesk.com/support/solutions/articles/31000179476	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000179476
https://agisoft.freshdesk.com/support/solutions/articles/31000179478	https://web.archive.org/save/https://agisoft.freshdesk.com/support/solutions/articles/31000179478
