article_url	archive_url	short_url	status	content_status	note	title
https://agisoft.freshdesk.com/support/solutions/articles/31000160912	https://archive.today/20260917220806/https://agisoft.freshdesk.com/support/solutions/articles/31000160912		ARCHIVED	GOOD		How to add 2D/3D data to Agisoft Viewer?
https://agisoft.freshdesk.com/support/solutions/articles/31000161029	https://archive.today/20260917220802/https://agisoft.freshdesk.com/support/solutions/articles/31000161029		ARCHIVED	GOOD		How to add MicaSense RedEdge MX Dual data properly
https://agisoft.freshdesk.com/support/solutions/articles/31000161038	https://archive.today/20260917220802/https://agisoft.freshdesk.com/support/solutions/articles/31000161038		ARCHIVED	GOOD		How to fix &quot;Invalid hostid type 16384&quot; activation error
https://agisoft.freshdesk.com/support/solutions/articles/31000161146	https://archive.today/20260917220800/https://agisoft.freshdesk.com/support/solutions/articles/31000161146		ARCHIVED	GOOD		How to process data from Sentera 6X in Metashape?
https://agisoft.freshdesk.com/support/solutions/articles/31000161178	https://archive.today/20260917220757/https://agisoft.freshdesk.com/support/solutions/articles/31000161178		ARCHIVED	GOOD		Measure and Drawing tools in Agisoft Viewer
https://agisoft.freshdesk.com/support/solutions/articles/31000161295	https://archive.today/20260917220752/https://agisoft.freshdesk.com/support/solutions/articles/31000161295		ARCHIVED	GOOD		Powerlines detection
https://agisoft.freshdesk.com/support/solutions/articles/31000161406	https://archive.today/20260917220749/https://agisoft.freshdesk.com/support/solutions/articles/31000161406		ARCHIVED	GOOD		Processing spherical panoramas in Agisoft Metashape
https://agisoft.freshdesk.com/support/solutions/articles/31000161533	https://archive.today/20260917220747/https://agisoft.freshdesk.com/support/solutions/articles/31000161533		ARCHIVED	GOOD		What to do if you need to use an existing geoid on another datum
https://agisoft.freshdesk.com/support/solutions/articles/31000161545	https://archive.today/20260917220748/https://agisoft.freshdesk.com/support/solutions/articles/31000161545		ARCHIVED	GOOD		Prescription maps generation in Agisoft Metashape
https://agisoft.freshdesk.com/support/solutions/articles/31000161735	https://archive.today/20260917220738/https://agisoft.freshdesk.com/support/solutions/articles/31000161735		ARCHIVED	GOOD		DJI with RTK coordinates data processing
https://agisoft.freshdesk.com/support/solutions/articles/31000161958	https://archive.today/20260917220737/https://agisoft.freshdesk.com/support/solutions/articles/31000161958		ARCHIVED	GOOD		Automatic background masking using custom script
https://agisoft.freshdesk.com/support/solutions/articles/31000161959	https://archive.today/20260917220730/https://agisoft.freshdesk.com/support/solutions/articles/31000161959		ARCHIVED	GOOD		Script with general processing workflow
https://agisoft.freshdesk.com/support/solutions/articles/31000162008	https://archive.today/20260917220729/https://agisoft.freshdesk.com/support/solutions/articles/31000162008		ARCHIVED	GOOD		Brightness &amp; contrast for orthomosaic export
https://agisoft.freshdesk.com/support/solutions/articles/31000162209	https://archive.today/20260917220722/https://agisoft.freshdesk.com/support/solutions/articles/31000162209		ARCHIVED	GOOD		Point cloud editing with confidence filter tool
https://agisoft.freshdesk.com/support/solutions/articles/31000162210	https://archive.today/20260917220719/https://agisoft.freshdesk.com/support/solutions/articles/31000162210		ARCHIVED	GOOD		How to analyse Model UV Statistics?
https://agisoft.freshdesk.com/support/solutions/articles/31000162211	https://archive.today/20260917220718/https://agisoft.freshdesk.com/support/solutions/articles/31000162211		ARCHIVED	GOOD		Texture quality improvement with the defocus masking feature
https://agisoft.freshdesk.com/support/solutions/articles/31000162212	https://archive.today/20260917220713/https://agisoft.freshdesk.com/support/solutions/articles/31000162212		ARCHIVED	GOOD		Smart cameras with depth sensor data processing
